TF_ID	Gene_ID	Family
Solyc11g011750	Solyc11g011750.1	ERF
Solyc11g012980	Solyc11g012980.1	ERF
Solyc11g042560	Solyc11g042560.1	ERF
Solyc11g042580	Solyc11g042580.1	ERF
Solyc11g045680	Solyc11g045680.1	ERF
Solyc11g045690	Solyc11g045690.1	ERF
Solyc12g005960	Solyc12g005960.1	ERF
Solyc12g008350	Solyc12g008350.1	ERF
Solyc12g009240	Solyc12g009240.1	ERF
Solyc12g009490	Solyc12g009490.1	ERF
Solyc12g013660	Solyc12g013660.1	ERF
Solyc12g038440	Solyc12g038440.1	ERF
Solyc12g038450	Solyc12g038450.1	ERF
Solyc12g042210	Solyc12g042210.1	ERF
Solyc12g044390	Solyc12g044390.1	ERF
Solyc12g049560	Solyc12g049560.1	ERF
Solyc12g056430	Solyc12g056430.1	ERF
Solyc12g056590	Solyc12g056590.1	ERF
Solyc12g056980	Solyc12g056980.1	ERF
Solyc01g110180	Solyc01g110180.2	DBB
Solyc01g110370	Solyc01g110370.2	DBB
Solyc02g084420	Solyc02g084420.2	DBB
Solyc02g089500	Solyc02g089500.2	DBB
Solyc04g081020	Solyc04g081020.2	DBB
Solyc06g073180	Solyc06g073180.2	DBB
Solyc07g062160	Solyc07g062160.2	DBB
Solyc12g005420	Solyc12g005420.1	DBB
Solyc12g006240	Solyc12g006240.1	DBB
Solyc12g089240	Solyc12g089240.1	DBB
Solyc02g089520	Solyc02g089520.1	CO-like
Solyc02g089540	Solyc02g089540.2	CO-like
Solyc03g119540	Solyc03g119540.2	CO-like
Solyc04g007210	Solyc04g007210.2	CO-like
Solyc05g009310	Solyc05g009310.2	CO-like
Solyc05g020020	Solyc05g020020.2	CO-like
Solyc05g024010	Solyc05g024010.2	CO-like
Solyc05g046040	Solyc05g046040.1	CO-like
Solyc07g006630	Solyc07g006630.2	CO-like
Solyc07g045180	Solyc07g045180.2	CO-like
Solyc08g006530	Solyc08g006530.2	CO-like
Solyc09g074560	Solyc09g074560.2	CO-like
Solyc12g096500	Solyc12g096500.1	CO-like
Solyc01g065540	Solyc01g065540.2	ARR-B
Solyc02g031820	Solyc02g031820.1	ARR-B
Solyc03g026250	Solyc03g026250.1	ARR-B
Solyc03g083340	Solyc03g083340.1	ARR-B
Solyc04g008050	Solyc04g008050.2	ARR-B
Solyc04g051080	Solyc04g051080.1	ARR-B
Solyc05g014260	Solyc05g014260.2	ARR-B
Solyc05g054390	Solyc05g054390.2	ARR-B
Solyc06g061030	Solyc06g061030.2	ARR-B
Solyc07g005140	Solyc07g005140.2	ARR-B
Solyc07g009110	Solyc07g009110.1	ARR-B
Solyc07g009580	Solyc07g009580.1	ARR-B
Solyc07g019550	Solyc07g019550.1	ARR-B
Solyc08g077230	Solyc08g077230.2	ARR-B
Solyc10g050420	Solyc10g050420.1	ARR-B
Solyc11g066170	Solyc11g066170.1	ARR-B
Solyc11g066220	Solyc11g066220.1	ARR-B
Solyc11g066230	Solyc11g066230.1	ARR-B
Solyc11g072330	Solyc11g072330.1	ARR-B
Solyc12g010330	Solyc12g010330.1	ARR-B
Solyc12g099380	Solyc12g099380.1	ARR-B
Solyc01g091810	Solyc01g091810.1	G2-like
Solyc01g108300	Solyc01g108300.2	G2-like
Solyc02g076670	Solyc02g076670.2	G2-like
Solyc02g080680	Solyc02g080680.1	G2-like
Solyc02g080710	Solyc02g080710.1	G2-like
Solyc02g080720	Solyc02g080720.1	G2-like
Solyc02g080730	Solyc02g080730.1	G2-like
Solyc02g080740	Solyc02g080740.1	G2-like
Solyc02g080860	Solyc02g080860.1	G2-like
Solyc02g090400	Solyc02g090400.2	G2-like
Solyc03g006150	Solyc03g006150.2	G2-like
Solyc04g008480	Solyc04g008480.1	G2-like
Solyc04g015290	Solyc04g015290.2	G2-like
Solyc04g050070	Solyc04g050070.1	G2-like
Solyc04g079600	Solyc04g079600.2	G2-like
Solyc05g007890	Solyc05g007890.2	G2-like
Solyc05g009720	Solyc05g009720.2	G2-like
Solyc05g049860	Solyc05g049860.1	G2-like
Solyc05g051060	Solyc05g051060.2	G2-like
Solyc05g055940	Solyc05g055940.2	G2-like
Solyc06g005680	Solyc06g005680.2	G2-like
Solyc06g008200	Solyc06g008200.2	G2-like
Solyc06g051060	Solyc06g051060.2	G2-like
Solyc06g066180	Solyc06g066180.2	G2-like
Solyc06g066340	Solyc06g066340.2	G2-like
Solyc06g076350	Solyc06g076350.2	G2-like
Solyc07g009560	Solyc07g009560.1	G2-like
Solyc07g017310	Solyc07g017310.1	G2-like
Solyc07g045000	Solyc07g045000.2	G2-like
Solyc07g049640	Solyc07g049640.2	G2-like
Solyc07g053630	Solyc07g053630.2	G2-like
Solyc08g005260	Solyc08g005260.1	G2-like
Solyc08g076010	Solyc08g076010.2	G2-like
Solyc08g076400	Solyc08g076400.2	G2-like
Solyc09g005030	Solyc09g005030.1	G2-like
Solyc09g005370	Solyc09g005370.1	G2-like
Solyc09g010340	Solyc09g010340.1	G2-like
Solyc09g072830	Solyc09g072830.2	G2-like
Solyc09g091880	Solyc09g091880.2	G2-like
Solyc10g008160	Solyc10g008160.2	G2-like
Solyc10g076460	Solyc10g076460.1	G2-like
Solyc10g078310	Solyc10g078310.1	G2-like
Solyc10g078720	Solyc10g078720.1	G2-like
Solyc10g080460	Solyc10g080460.1	G2-like
Solyc10g080960	Solyc10g080960.1	G2-like
Solyc10g083340	Solyc10g083340.1	G2-like
Solyc10g085620	Solyc10g085620.1	G2-like
Solyc11g011770	Solyc11g011770.1	G2-like
Solyc11g019990	Solyc11g019990.1	G2-like
Solyc11g022470	Solyc11g022470.1	G2-like
Solyc11g067280	Solyc11g067280.1	G2-like
Solyc12g006280	Solyc12g006280.1	G2-like
Solyc12g006800	Solyc12g006800.1	G2-like
Solyc12g011220	Solyc12g011220.1	G2-like
Solyc12g011240	Solyc12g011240.1	G2-like
Solyc12g011250	Solyc12g011250.1	G2-like
Solyc12g011260	Solyc12g011260.1	G2-like
Solyc12g017370	Solyc12g017370.1	G2-like
Solyc12g098370	Solyc12g098370.1	G2-like
Solyc01g087990	Solyc01g087990.2	MIKC_MADS
Solyc01g093960	Solyc01g093960.2	MIKC_MADS
Solyc01g105800	Solyc01g105800.2	MIKC_MADS
Solyc02g065730	Solyc02g065730.1	MIKC_MADS
Solyc02g071730	Solyc02g071730.2	MIKC_MADS
Solyc02g084630	Solyc02g084630.2	MIKC_MADS
Solyc02g089200	Solyc02g089200.2	MIKC_MADS
Solyc02g089210	Solyc02g089210.2	MIKC_MADS
Solyc02g091550	Solyc02g091550.1	MIKC_MADS
Solyc03g006830	Solyc03g006830.2	MIKC_MADS
Solyc03g019710	Solyc03g019710.2	MIKC_MADS
Solyc03g114830	Solyc03g114830.2	MIKC_MADS
Solyc03g114840	Solyc03g114840.2	MIKC_MADS
Solyc04g005320	Solyc04g005320.2	MIKC_MADS
Solyc04g078300	Solyc04g078300.2	MIKC_MADS
Solyc04g081000	Solyc04g081000.2	MIKC_MADS
Solyc05g012020	Solyc05g012020.2	MIKC_MADS
Solyc05g015750	Solyc05g015750.2	MIKC_MADS
Solyc05g056620	Solyc05g056620.1	MIKC_MADS
Solyc06g059970	Solyc06g059970.2	MIKC_MADS
Solyc06g069430	Solyc06g069430.2	MIKC_MADS
Solyc07g055920	Solyc07g055920.2	MIKC_MADS
Solyc08g067230	Solyc08g067230.2	MIKC_MADS
Solyc08g080100	Solyc08g080100.2	MIKC_MADS
Solyc10g080030	Solyc10g080030.1	MIKC_MADS
Solyc11g005120	Solyc11g005120.1	MIKC_MADS
Solyc11g010570	Solyc11g010570.1	MIKC_MADS
Solyc11g028020	Solyc11g028020.1	MIKC_MADS
Solyc11g032100	Solyc11g032100.1	MIKC_MADS
Solyc12g038510	Solyc12g038510.1	MIKC_MADS
Solyc12g056460	Solyc12g056460.1	MIKC_MADS
Solyc12g087830	Solyc12g087830.1	MIKC_MADS
Solyc00g179240	Solyc00g179240.1	M-type_MADS
Solyc01g010300	Solyc01g010300.1	M-type_MADS
Solyc01g060300	Solyc01g060300.1	M-type_MADS
Solyc01g060310	Solyc01g060310.1	M-type_MADS
Solyc01g066500	Solyc01g066500.1	M-type_MADS
Solyc01g066730	Solyc01g066730.2	M-type_MADS
Solyc01g097850	Solyc01g097850.1	M-type_MADS
Solyc01g098050	Solyc01g098050.1	M-type_MADS
Solyc01g098060	Solyc01g098060.1	M-type_MADS
Solyc01g098070	Solyc01g098070.1	M-type_MADS
Solyc01g102260	Solyc01g102260.2	M-type_MADS
Solyc01g103550	Solyc01g103550.1	M-type_MADS
Solyc01g103870	Solyc01g103870.1	M-type_MADS
Solyc01g106170	Solyc01g106170.2	M-type_MADS
Solyc01g106700	Solyc01g106700.2	M-type_MADS
Solyc01g106710	Solyc01g106710.1	M-type_MADS
Solyc01g106720	Solyc01g106720.1	M-type_MADS
Solyc01g106730	Solyc01g106730.1	M-type_MADS
Solyc02g032000	Solyc02g032000.1	M-type_MADS
Solyc03g007020	Solyc03g007020.1	M-type_MADS
Solyc03g034260	Solyc03g034260.1	M-type_MADS
Solyc03g062820	Solyc03g062820.1	M-type_MADS
Solyc03g115910	Solyc03g115910.1	M-type_MADS
Solyc03g119680	Solyc03g119680.1	M-type_MADS
Solyc04g025030	Solyc04g025030.1	M-type_MADS
Solyc04g025050	Solyc04g025050.1	M-type_MADS
Solyc04g025110	Solyc04g025110.1	M-type_MADS
Solyc04g025970	Solyc04g025970.1	M-type_MADS
Solyc04g047870	Solyc04g047870.1	M-type_MADS
Solyc04g056550	Solyc04g056550.1	M-type_MADS
Solyc04g056740	Solyc04g056740.1	M-type_MADS
Solyc04g064860	Solyc04g064860.1	M-type_MADS
Solyc04g076680	Solyc04g076680.2	M-type_MADS
Solyc05g013370	Solyc05g013370.1	M-type_MADS
Solyc05g015730	Solyc05g015730.1	M-type_MADS
Solyc05g051830	Solyc05g051830.2	M-type_MADS
Solyc06g033820	Solyc06g033820.1	M-type_MADS
Solyc06g033830	Solyc06g033830.1	M-type_MADS
Solyc06g035570	Solyc06g035570.1	M-type_MADS
Solyc06g048380	Solyc06g048380.1	M-type_MADS
Solyc06g054680	Solyc06g054680.1	M-type_MADS
Solyc06g059780	Solyc06g059780.1	M-type_MADS
Solyc06g071300	Solyc06g071300.1	M-type_MADS
Solyc07g052700	Solyc07g052700.2	M-type_MADS
Solyc09g061950	Solyc09g061950.1	M-type_MADS
Solyc10g012180	Solyc10g012180.1	M-type_MADS
Solyc10g012200	Solyc10g012200.1	M-type_MADS
Solyc10g012380	Solyc10g012380.1	M-type_MADS
Solyc10g012390	Solyc10g012390.1	M-type_MADS
Solyc10g017640	Solyc10g017640.1	M-type_MADS
Solyc10g018070	Solyc10g018070.1	M-type_MADS
Solyc10g018080	Solyc10g018080.1	M-type_MADS
Solyc10g018110	Solyc10g018110.1	M-type_MADS
Solyc10g050900	Solyc10g050900.1	M-type_MADS
Solyc10g050940	Solyc10g050940.1	M-type_MADS
Solyc10g050950	Solyc10g050950.1	M-type_MADS
Solyc11g020320	Solyc11g020320.1	M-type_MADS
Solyc11g020620	Solyc11g020620.1	M-type_MADS
Solyc11g020660	Solyc11g020660.1	M-type_MADS
Solyc11g069770	Solyc11g069770.1	M-type_MADS
Solyc12g005210	Solyc12g005210.1	M-type_MADS
Solyc12g016150	Solyc12g016150.1	M-type_MADS
Solyc12g016170	Solyc12g016170.1	M-type_MADS
Solyc12g016180	Solyc12g016180.1	M-type_MADS
Solyc12g017300	Solyc12g017300.1	M-type_MADS
Solyc12g087820	Solyc12g087820.1	M-type_MADS
Solyc12g088080	Solyc12g088080.1	M-type_MADS
Solyc01g091540	Solyc01g091540.1	GRF
Solyc02g092070	Solyc02g092070.2	GRF
Solyc03g082430	Solyc03g082430.1	GRF
Solyc04g077510	Solyc04g077510.2	GRF
Solyc07g041640	Solyc07g041640.2	GRF
Solyc08g005430	Solyc08g005430.2	GRF
Solyc08g068760	Solyc08g068760.1	GRF
Solyc08g075950	Solyc08g075950.1	GRF
Solyc08g079800	Solyc08g079800.2	GRF
Solyc08g083230	Solyc08g083230.1	GRF
Solyc09g009200	Solyc09g009200.1	GRF
Solyc10g083510	Solyc10g083510.1	GRF
Solyc12g096070	Solyc12g096070.1	GRF
Solyc00g099580	Solyc00g099580.1	HB-other
Solyc02g077660	Solyc02g077660.2	HB-other
Solyc04g025740	Solyc04g025740.1	HB-other
Solyc07g026570	Solyc07g026570.1	HB-other
Solyc07g053610	Solyc07g053610.2	HB-other
Solyc08g061140	Solyc08g061140.2	HB-other
Solyc08g062530	Solyc08g062530.1	HB-other
Solyc09g015110	Solyc09g015110.1	HB-other
Solyc09g057550	Solyc09g057550.1	HB-other
Solyc09g060160	Solyc09g060160.1	HB-other
Solyc09g066060	Solyc09g066060.1	HB-other
Solyc09g074690	Solyc09g074690.2	HB-other
Solyc10g007130	Solyc10g007130.2	HB-other
Solyc11g065110	Solyc11g065110.1	HB-other
Solyc12g010410	Solyc12g010410.1	HB-other
Solyc12g099760	Solyc12g099760.1	HB-other
Solyc04g078650	Solyc04g078650.2	WOX
Solyc03g118770	Solyc03g118770.2	WOX
Solyc02g083950	Solyc02g083950.2	WOX
Solyc06g076000	Solyc06g076000.1	WOX
Solyc03g096300	Solyc03g096300.2	WOX
Solyc02g077390	Solyc02g077390.1	WOX
Solyc11g072790	Solyc11g072790.1	WOX
Solyc11g072770	Solyc11g072770.1	WOX
Solyc06g072890	Solyc06g072890.1	WOX
Solyc02g082670	Solyc02g082670.2	WOX
Solyc01g109980	Solyc01g109980.2	TALE
Solyc04g080790	Solyc04g080790.2	TALE
Solyc02g089940	Solyc02g089940.2	TALE
Solyc06g074120	Solyc06g074120.2	TALE
Solyc11g068950	Solyc11g068950.1	TALE
Solyc08g081400	Solyc08g081400.2	TALE
Solyc01g007070	Solyc01g007070.2	TALE
Solyc04g079830	Solyc04g079830.2	TALE
Solyc09g011380	Solyc09g011380.2	TALE
Solyc11g069890	Solyc11g069890.1	TALE
Solyc04g080780	Solyc04g080780.2	TALE
Solyc10g086640	Solyc10g086640.1	TALE
Solyc02g065490	Solyc02g065490.2	TALE
Solyc08g065420	Solyc08g065420.2	TALE
Solyc02g086930	Solyc02g086930.2	HD-ZIP
Solyc05g007180	Solyc05g007180.2	HD-ZIP
Solyc02g087840	Solyc02g087840.2	HD-ZIP
Solyc11g010270	Solyc11g010270.1	HD-ZIP
Solyc08g078300	Solyc08g078300.2	HD-ZIP
Solyc02g067410	Solyc02g067410.1	HD-ZIP
Solyc03g113270	Solyc03g113270.2	HD-ZIP
Solyc10g080540	Solyc10g080540.1	HD-ZIP
Solyc05g051460	Solyc05g051460.2	HD-ZIP
Solyc08g007270	Solyc08g007270.2	HD-ZIP
Solyc01g073910	Solyc01g073910.2	HD-ZIP
Solyc06g060830	Solyc06g060830.2	HD-ZIP
Solyc01g090460	Solyc01g090460.2	HD-ZIP
Solyc01g096320	Solyc01g096320.2	HD-ZIP
Solyc05g006980	Solyc05g006980.2	HD-ZIP
Solyc04g074700	Solyc04g074700.2	HD-ZIP
Solyc02g091930	Solyc02g091930.2	HD-ZIP
Solyc06g053220	Solyc06g053220.2	HD-ZIP
Solyc04g005800	Solyc04g005800.2	HD-ZIP
Solyc02g085630	Solyc02g085630.2	HD-ZIP
Solyc09g008810	Solyc09g008810.2	HD-ZIP
Solyc02g062960	Solyc02g062960.2	HD-ZIP
Solyc04g077220	Solyc04g077220.2	HD-ZIP
Solyc01g010600	Solyc01g010600.2	HD-ZIP
Solyc03g082550	Solyc03g082550.2	HD-ZIP
Solyc07g054380	Solyc07g054380.1	HD-ZIP
Solyc05g008050	Solyc05g008050.1	HD-ZIP
Solyc02g063520	Solyc02g063520.2	HD-ZIP
Solyc03g034110	Solyc03g034110.2	HD-ZIP
Solyc02g077590	Solyc02g077590.1	HD-ZIP
Solyc03g034120	Solyc03g034120.2	HD-ZIP
Solyc03g034130	Solyc03g034130.2	HD-ZIP
Solyc03g034150	Solyc03g034150.1	HD-ZIP
Solyc08g083130	Solyc08g083130.2	HD-ZIP
Solyc07g062790	Solyc07g062790.1	HD-ZIP
Solyc04g077210	Solyc04g077210.2	TALE
Solyc02g081120	Solyc02g081120.2	TALE
Solyc01g100510	Solyc01g100510.2	TALE
Solyc05g005090	Solyc05g005090.2	TALE
Solyc07g007120	Solyc07g007120.2	TALE
Solyc08g041820	Solyc08g041820.2	TALE
Solyc08g080120	Solyc08g080120.2	TALE
Solyc02g080260	Solyc02g080260.2	HD-ZIP
Solyc03g120620	Solyc03g120620.2	HD-ZIP
Solyc10g005330	Solyc10g005330.2	HD-ZIP
Solyc01g091630	Solyc01g091630.2	HD-ZIP
Solyc12g005830	Solyc12g005830.1	HD-ZIP
Solyc03g098200	Solyc03g098200.2	HD-ZIP
Solyc08g066500	Solyc08g066500.2	HD-ZIP
Solyc12g044410	Solyc12g044410.1	HD-ZIP
Solyc03g120910	Solyc03g120910.2	HD-ZIP
Solyc06g072310	Solyc06g072310.2	HD-ZIP
Solyc02g069830	Solyc02g069830.2	HD-ZIP
Solyc02g024070	Solyc02g024070.2	HD-ZIP
Solyc06g035940	Solyc06g035940.2	HD-ZIP
Solyc11g069470	Solyc11g069470.1	HD-ZIP
Solyc08g076370	Solyc08g076370.2	HD-ZIP
Solyc03g026070	Solyc03g026070.2	HD-ZIP
Solyc06g050160	Solyc06g050160.2	HD-ZIP
Solyc07g041850	Solyc07g041850.1	HD-ZIP
Solyc08g062510	Solyc08g062510.2	HD-ZIP
Solyc09g066030	Solyc09g066030.1	HD-ZIP
Solyc11g011940	Solyc11g011940.1	HD-ZIP
Solyc10g018000	Solyc10g018000.1	HD-ZIP
Solyc05g015030	Solyc05g015030.1	HD-ZIP
Solyc01g107410	Solyc01g107410.2	HB-PHD
Solyc07g008730	Solyc07g008730.1	HB-PHD
Solyc00g014800	Solyc00g014800.1	C2H2
Solyc00g015730	Solyc00g015730.1	C2H2
Solyc00g110070	Solyc00g110070.1	C2H2
Solyc01g005060	Solyc01g005060.2	C2H2
Solyc01g005130	Solyc01g005130.2	C2H2
Solyc01g005190	Solyc01g005190.1	C2H2
Solyc01g005200	Solyc01g005200.1	C2H2
Solyc01g008170	Solyc01g008170.2	C3H
Solyc01g014850	Solyc01g014850.2	C3H
Solyc01g058130	Solyc01g058130.1	C2H2
Solyc01g060420	Solyc01g060420.2	C2H2
Solyc01g067550	Solyc01g067550.2	C3H
Solyc01g073940	Solyc01g073940.2	C3H
Solyc01g081630	Solyc01g081630.2	C2H2
Solyc01g087030	Solyc01g087030.2	C3H
Solyc01g087050	Solyc01g087050.2	C2H2
Solyc01g087170	Solyc01g087170.2	C3H
Solyc01g090840	Solyc01g090840.2	C2H2
Solyc01g099340	Solyc01g099340.2	C2H2
Solyc01g100990	Solyc01g100990.2	C3H
Solyc01g101250	Solyc01g101250.2	C2H2
Solyc01g107170	Solyc01g107170.2	C2H2
Solyc01g110490	Solyc01g110490.2	C3H
Solyc02g061660	Solyc02g061660.1	C2H2
Solyc02g061700	Solyc02g061700.1	C2H2
Solyc02g062940	Solyc02g062940.2	C2H2
Solyc02g069720	Solyc02g069720.2	LSD
Solyc02g078270	Solyc02g078270.2	LSD
Solyc02g082110	Solyc02g082110.2	C3H
Solyc02g084200	Solyc02g084200.1	C3H
Solyc02g084520	Solyc02g084520.2	C3H
Solyc02g085580	Solyc02g085580.2	C2H2
Solyc02g086430	Solyc02g086430.2	C3H
Solyc02g088670	Solyc02g088670.1	C2H2
Solyc02g094170	Solyc02g094170.2	C2H2
Solyc03g006350	Solyc03g006350.2	C3H
Solyc03g025440	Solyc03g025440.2	C2H2
Solyc03g026350	Solyc03g026350.2	C3H
Solyc03g059270	Solyc03g059270.2	C2H2
Solyc03g063200	Solyc03g063200.2	C3H
Solyc03g083310	Solyc03g083310.2	C2H2
Solyc03g093870	Solyc03g093870.1	C2H2
Solyc03g095270	Solyc03g095270.1	C2H2
Solyc03g098070	Solyc03g098070.2	C2H2
Solyc03g111580	Solyc03g111580.2	C3H
Solyc03g111590	Solyc03g111590.2	C2H2
Solyc03g115120	Solyc03g115120.1	C2H2
Solyc03g115450	Solyc03g115450.1	C2H2
Solyc03g116410	Solyc03g116410.1	C3H
Solyc03g116420	Solyc03g116420.1	C3H
Solyc03g117070	Solyc03g117070.1	C2H2
Solyc03g121660	Solyc03g121660.2	C2H2
Solyc04g008500	Solyc04g008500.2	C2H2
Solyc04g008550	Solyc04g008550.2	C3H
Solyc04g015570	Solyc04g015570.2	C2H2
Solyc04g028560	Solyc04g028560.2	C2H2
Solyc04g056320	Solyc04g056320.1	C2H2
Solyc04g057990	Solyc04g057990.2	C3H
Solyc04g064770	Solyc04g064770.1	C3H
Solyc04g064800	Solyc04g064800.2	C3H
Solyc04g074250	Solyc04g074250.1	C2H2
Solyc04g074320	Solyc04g074320.1	C2H2
Solyc04g077980	Solyc04g077980.1	C2H2
Solyc04g080130	Solyc04g080130.2	C2H2
Solyc04g081370	Solyc04g081370.2	C2H2
Solyc05g006310	Solyc05g006310.1	C2H2
Solyc05g008670	Solyc05g008670.2	C3H
Solyc05g009170	Solyc05g009170.1	C2H2
Solyc05g009350	Solyc05g009350.2	C3H
Solyc05g009770	Solyc05g009770.1	C2H2
Solyc05g012490	Solyc05g012490.1	C2H2
Solyc05g050170	Solyc05g050170.1	C2H2
Solyc05g050860	Solyc05g050860.1	C2H2
Solyc05g054030	Solyc05g054030.2	C2H2
Solyc05g054650	Solyc05g054650.1	C2H2
Solyc05g054660	Solyc05g054660.1	C2H2
Solyc05g055500	Solyc05g055500.1	C2H2
Solyc06g005180	Solyc06g005180.1	C2H2
Solyc06g008740	Solyc06g008740.2	C3H
Solyc06g053720	Solyc06g053720.1	C2H2
Solyc06g054600	Solyc06g054600.2	C3H
Solyc06g054620	Solyc06g054620.2	C3H
Solyc06g060740	Solyc06g060740.1	C2H2
Solyc06g061160	Solyc06g061160.1	C2H2
Solyc06g062670	Solyc06g062670.2	C2H2
Solyc06g063020	Solyc06g063020.2	C3H
Solyc06g065440	Solyc06g065440.1	C2H2
Solyc06g068390	Solyc06g068390.1	C2H2
Solyc06g071860	Solyc06g071860.2	C3H
Solyc06g072360	Solyc06g072360.2	C2H2
Solyc06g072720	Solyc06g072720.2	C3H
Solyc06g074360	Solyc06g074360.2	C2H2
Solyc06g074800	Solyc06g074800.1	C2H2
Solyc06g075250	Solyc06g075250.2	C2H2
Solyc06g075780	Solyc06g075780.1	C2H2
Solyc06g076820	Solyc06g076820.1	C2H2
Solyc06g082010	Solyc06g082010.2	C3H
Solyc07g006880	Solyc07g006880.1	C2H2
Solyc07g053570	Solyc07g053570.2	C2H2
Solyc07g053750	Solyc07g053750.1	C3H
Solyc07g063970	Solyc07g063970.2	C2H2
Solyc07g066160	Solyc07g066160.1	C2H2
Solyc08g059770	Solyc08g059770.1	C2H2
Solyc08g063040	Solyc08g063040.2	C2H2
Solyc08g077000	Solyc08g077000.1	C2H2
Solyc08g077060	Solyc08g077060.2	LSD
Solyc08g078590	Solyc08g078590.1	C2H2
Solyc09g007550	Solyc09g007550.2	C2H2
Solyc09g008440	Solyc09g008440.1	C2H2
Solyc09g009120	Solyc09g009120.2	C2H2
Solyc09g011120	Solyc09g011120.1	C2H2
Solyc09g065670	Solyc09g065670.2	C2H2
Solyc09g066250	Solyc09g066250.1	C2H2
Solyc09g074640	Solyc09g074640.2	C3H
Solyc09g074780	Solyc09g074780.2	C2H2
Solyc09g089590	Solyc09g089590.1	C2H2
Solyc09g089600	Solyc09g089600.1	C2H2
Solyc09g090260	Solyc09g090260.1	C2H2
Solyc10g038000	Solyc10g038000.1	C3H
Solyc10g047040	Solyc10g047040.1	C3H
Solyc10g049870	Solyc10g049870.1	C2H2
Solyc10g077110	Solyc10g077110.1	C2H2
Solyc10g078750	Solyc10g078750.1	C3H
Solyc10g078970	Solyc10g078970.1	C2H2
Solyc10g078990	Solyc10g078990.1	C2H2
Solyc10g079120	Solyc10g079120.1	C3H
Solyc10g080200	Solyc10g080200.1	C2H2
Solyc10g080260	Solyc10g080260.1	C3H
Solyc10g080480	Solyc10g080480.1	C3H
Solyc10g084180	Solyc10g084180.1	C2H2
Solyc10g084910	Solyc10g084910.1	C2H2
Solyc10g085560	Solyc10g085560.1	C2H2
Solyc11g008900	Solyc11g008900.1	C3H
Solyc11g011890	Solyc11g011890.1	C2H2
Solyc11g017140	Solyc11g017140.1	C2H2
Solyc11g062060	Solyc11g062060.1	C2H2
Solyc11g066400	Solyc11g066400.1	C2H2
Solyc11g066420	Solyc11g066420.1	C2H2
Solyc11g069240	Solyc11g069240.1	C2H2
Solyc11g069340	Solyc11g069340.1	C3H
Solyc11g070070	Solyc11g070070.1	C3H
Solyc11g072210	Solyc11g072210.1	C2H2
Solyc11g073060	Solyc11g073060.1	C2H2
Solyc12g005770	Solyc12g005770.1	C3H
Solyc12g008660	Solyc12g008660.1	C3H
Solyc12g008870	Solyc12g008870.1	C3H
Solyc12g009390	Solyc12g009390.1	C3H
Solyc12g017410	Solyc12g017410.1	C3H
Solyc12g040230	Solyc12g040230.1	C3H
Solyc12g088390	Solyc12g088390.1	C2H2
Solyc01g005660	Solyc01g005660.1	MYB
Solyc01g009070	Solyc01g009070.2	MYB
Solyc01g010910	Solyc01g010910.1	MYB
Solyc01g057910	Solyc01g057910.2	MYB
Solyc01g079620	Solyc01g079620.2	MYB
Solyc01g087130	Solyc01g087130.2	MYB
Solyc01g090530	Solyc01g090530.1	MYB
Solyc01g094360	Solyc01g094360.2	MYB
Solyc01g102340	Solyc01g102340.2	MYB
Solyc01g111500	Solyc01g111500.2	MYB
Solyc02g067340	Solyc02g067340.2	MYB
Solyc02g067760	Solyc02g067760.2	MYB
Solyc02g079280	Solyc02g079280.2	MYB
Solyc02g082040	Solyc02g082040.2	MYB
Solyc02g087960	Solyc02g087960.2	MYB
Solyc02g088190	Solyc02g088190.2	MYB
Solyc02g089190	Solyc02g089190.1	MYB
Solyc02g091980	Solyc02g091980.1	MYB
Solyc02g092930	Solyc02g092930.1	MYB
Solyc02g093740	Solyc02g093740.2	MYB
Solyc03g005570	Solyc03g005570.2	MYB
Solyc03g025870	Solyc03g025870.2	MYB
Solyc03g059200	Solyc03g059200.1	MYB
Solyc03g093890	Solyc03g093890.2	MYB
Solyc03g093930	Solyc03g093930.2	MYB
Solyc03g093940	Solyc03g093940.1	MYB
Solyc03g096350	Solyc03g096350.2	MYB
Solyc03g112390	Solyc03g112390.2	MYB
Solyc03g112890	Solyc03g112890.1	MYB
Solyc03g116100	Solyc03g116100.2	MYB
Solyc03g119050	Solyc03g119050.2	MYB
Solyc03g119370	Solyc03g119370.1	MYB
Solyc03g119740	Solyc03g119740.2	MYB
Solyc03g121740	Solyc03g121740.1	MYB
Solyc04g005600	Solyc04g005600.1	MYB
Solyc04g005710	Solyc04g005710.1	MYB
Solyc04g008870	Solyc04g008870.2	MYB
Solyc04g009950	Solyc04g009950.2	MYB
Solyc04g014470	Solyc04g014470.2	MYB
Solyc04g049120	Solyc04g049120.2	MYB
Solyc04g049740	Solyc04g049740.1	MYB
Solyc04g050090	Solyc04g050090.1	MYB
Solyc04g056310	Solyc04g056310.2	MYB
Solyc04g064540	Solyc04g064540.2	MYB
Solyc04g074170	Solyc04g074170.1	MYB
Solyc04g077260	Solyc04g077260.2	MYB
Solyc04g078420	Solyc04g078420.1	MYB
Solyc04g079360	Solyc04g079360.1	MYB
Solyc05g007160	Solyc05g007160.2	MYB
Solyc05g007690	Solyc05g007690.1	MYB
Solyc05g007710	Solyc05g007710.2	MYB
Solyc05g007870	Solyc05g007870.1	MYB
Solyc05g008250	Solyc05g008250.1	MYB
Solyc05g009230	Solyc05g009230.1	MYB
